Unique Method Stereotype,Method Count
get predicate collaborator,1
collaborator incidental,19
get property non-void-command collaborator,10
get,310
controller,106
incidental,117
copy-constructor,13
get collaborator,167
get property non-void-command,6
set collaborator,95
property controller,28
property non-void-command collaborator,399
collaborator stateless,22
empty,84
factory controller,20
property factory wrapper,1
command,1474
set,165
constructor,484
property non-void-command factory collaborator,47
property non-void-command,471
predicate set,3
wrapper stateless,282
controller stateless,435
non-void-command factory collaborator,47
predicate controller,20
predicate non-void-command,138
property wrapper,43
get non-void-command collaborator,20
command collaborator,1161
property,47
factory collaborator stateless,14
predicate non-void-command collaborator,92
wrapper,84
get predicate non-void-command,1
get factory collaborator,3
get set,6
predicate collaborator,2
property set collaborator,10
property collaborator,13
stateless,11
factory collaborator incidental,1
property set,6
predicate,21
factory wrapper stateless,7
get predicate,1
get set collaborator,10
property factory collaborator,18
unclassified,4
get non-void-command,14
get property wrapper,1
get property,1
factory controller stateless,38
void-accessor command,1
set factory collaborator,2
collaborator,1
property set factory collaborator,1
void-accessor command collaborator,13
get wrapper,2
get predicate controller,1
predicate wrapper,1
property factory controller,4
get set factory collaborator,1
predicate set collaborator,1
Total,6621
