Unique Class Stereotype,Class Count
lazy-class small-class,1
factory controller small-class,1
entity minimal-entity boundary,1
commander degenerate,1
entity,1
commander data-class,1
boundary lazy-class data-class small-class,1
data-provider boundary data-class,2
boundary data-class small-class,1
data-provider lazy-class degenerate,3
commander boundary degenerate,2
boundary degenerate small-class,11
controller small-class,4
unclassified,132
boundary degenerate,15
commander boundary,81
controller,5
entity boundary data-class small-class,1
entity commander boundary,16
pure-controller degenerate small-class,28
small-class,30
entity boundary small-class,17
commander boundary small-class,43
pure-controller degenerate,14
entity small-class,2
empty,194
commander,144
entity boundary,26
data-class small-class,5
commander boundary data-class small-class,1
commander small-class,39
data-provider boundary data-class small-class,1
data-provider boundary,4
controller degenerate,4
boundary,47
degenerate,36
pure-controller small-class,4
pure-controller,1
lazy-class degenerate,2
degenerate small-class,18
data-provider,14
data-provider data-class small-class,9
boundary small-class,1
data-provider data-class,2
commander data-class small-class,1
Total,967
