Unique Class Stereotype,Class Count
factory controller degenerate,1
entity factory controller degenerate,1
entity data-provider boundary,1
factory pure-controller degenerate small-class,1
controller,1
commander boundary degenerate,2
data-provider lazy-class,1
factory degenerate small-class,2
entity factory controller small-class,3
lazy-class degenerate,2
entity minimal-entity boundary,2
data-provider degenerate,1
data-provider,8
data-provider boundary small-class,2
commander data-class small-class,5
boundary small-class,4
data-class,2
commander degenerate,3
commander boundary small-class,18
controller small-class,1
unclassified,132
pure-controller degenerate,13
pure-controller small-class,1
degenerate,21
boundary,39
minimal-entity commander boundary,1
pure-controller degenerate small-class,18
entity commander boundary,13
commander lazy-class degenerate,1
boundary degenerate small-class,13
entity small-class,1
factory controller,1
empty,141
commander,264
commander boundary data-class small-class,2
commander small-class,43
commander boundary,134
boundary degenerate,24
degenerate small-class,9
boundary lazy-class degenerate,1
entity,3
boundary data-class,2
data-provider boundary,11
data-provider boundary data-class small-class,2
small-class,19
entity boundary small-class,9
commander boundary lazy-class degenerate,3
data-provider data-class small-class,5
data-class small-class,3
entity boundary,20
boundary data-class small-class,2
Total,1012
