Unique Method Stereotype,Method Count
property set factory collaborator,1
predicate set collaborator,1
factory collaborator incidental,1
get property non-void-command factory collaborator,8
factory collaborator stateless,16
collaborator,3
property set collaborator,4
get wrapper,4
factory wrapper stateless,11
void-accessor,1
predicate collaborator,8
get,112
collaborator incidental,55
get property non-void-command collaborator,6
incidental,167
void-accessor collaborator,1
copy-constructor,6
property non-void-command,120
property non-void-command factory collaborator,54
void-accessor command collaborator,48
non-void-command,4
set collaborator,92
property non-void-command collaborator,186
property controller,17
controller stateless,183
non-void-command factory collaborator,8
wrapper stateless,531
property factory collaborator,38
get set collaborator,29
unclassified,6
controller,152
factory collaborator,3
empty,64
get non-void-command collaborator,25
property wrapper,98
constructor,530
factory controller,1
get property controller,4
set,368
get set factory collaborator,1
property factory controller,6
predicate wrapper,13
predicate non-void-command collaborator,31
wrapper,763
get factory collaborator,4
non-void-command factory,1
get set,52
non-void-command collaborator,51
get non-void-command,27
get property wrapper,2
factory controller stateless,2
void-accessor command,36
property collaborator,69
stateless,24
predicate,34
void-accessor set,5
void-accessor set collaborator,2
get property non-void-command,9
get non-void-command factory collaborator,1
get property factory,1
command,1579
property factory wrapper,4
get property factory controller,1
get property factory wrapper,4
predicate controller,1
get property non-void-command factory,17
void-accessor wrapper,4
predicate non-void-command,30
command collaborator,1207
property,13
destructor,24
get collaborator,76
get controller,1
property non-void-command factory,6
collaborator stateless,12
get property set,3
Total,7082
