Class Stereotype,Stereotype Count
entity,192
minimal-entity,4
data-provider,141
commander,398
boundary,660
factory,76
controller,61
pure-controller,60
large-class,2
lazy-class,22
degenerate,335
data-class,56
small-class,422
empty,461
unclassified,139
Total,3029
