Unique Class Stereotype,Class Count
degenerate,2
data-class small-class,1
data-provider,4
pure-controller,1
pure-controller small-class,1
commander boundary small-class,9
factory degenerate small-class,1
factory controller small-class,1
minimal-entity boundary,2
entity boundary,9
commander small-class,4
entity commander boundary,3
boundary degenerate small-class,2
boundary degenerate,2
commander boundary,7
commander lazy-class small-class,1
pure-controller degenerate small-class,7
commander,6
small-class,6
degenerate small-class,3
lazy-class,1
pure-controller degenerate,2
boundary,17
controller lazy-class degenerate,1
factory pure-controller small-class,1
unclassified,34
empty,81
Total,209
