Unique Method Stereotype,Method Count
get set factory collaborator,1
void-accessor controller,1
property set,3
non-void-command factory,1
get property non-void-command factory collaborator,1
get property factory,1
collaborator stateless,6
stateless,5
property set collaborator,2
get set collaborator,7
get predicate non-void-command,1
predicate wrapper,7
get non-void-command,15
property non-void-command factory,1
predicate set collaborator,2
wrapper,6
get set,6
predicate non-void-command,37
property controller,5
property non-void-command collaborator,95
set collaborator,55
set,35
get property controller,1
constructor,143
wrapper stateless,12
void-accessor command collaborator,3
controller stateless,57
get non-void-command collaborator,15
property wrapper,4
command,130
factory controller,5
empty,28
command collaborator,140
property factory collaborator,3
non-void-command factory collaborator,15
predicate controller,2
predicate set,1
property non-void-command,90
property collaborator,5
property non-void-command factory collaborator,16
controller,6
copy-constructor,3
predicate non-void-command collaborator,29
incidental,33
get collaborator,79
property,6
predicate,7
factory collaborator stateless,3
get controller,3
factory controller stateless,5
collaborator incidental,16
get,89
get property non-void-command collaborator,3
Total,1245
