Unique Method Stereotype,Method Count
void-accessor controller,1
unclassified,1
get wrapper,3
get non-void-command,13
property factory collaborator,2
get collaborator,30
predicate set collaborator,1
property,2
wrapper,9
get set,16
factory collaborator stateless,15
set,30
get property controller,1
constructor,130
wrapper stateless,29
factory controller,1
empty,44
command,199
predicate non-void-command,45
non-void-command factory collaborator,1
command collaborator,198
get non-void-command collaborator,14
get property non-void-command collaborator,1
get,22
collaborator incidental,14
set collaborator,35
property non-void-command collaborator,40
property controller,2
controller stateless,50
predicate set,1
property non-void-command factory collaborator,4
property non-void-command,29
factory wrapper stateless,2
predicate non-void-command collaborator,20
incidental,51
controller,7
factory controller stateless,2
get set collaborator,5
predicate,3
Total,1073
