Unique Class Stereotype,Class Count
entity boundary small-class,1
small-class,1
commander small-class,2
entity,1
entity minimal-entity boundary,2
factory degenerate small-class,5
boundary small-class,1
controller small-class,1
data-provider data-class small-class,1
data-provider,1
lazy-class data-class small-class,2
degenerate small-class,5
entity boundary,2
commander,29
commander boundary degenerate,2
boundary degenerate small-class,1
entity commander boundary,4
minimal-entity commander boundary,1
pure-controller degenerate,3
boundary,5
lazy-class,2
unclassified,14
empty,29
degenerate,9
pure-controller degenerate small-class,2
commander boundary small-class,1
commander degenerate,5
commander boundary,19
boundary degenerate,4
Total,155
