Unique Class Stereotype,Class Count
data-provider boundary,1
factory degenerate small-class,1
data-provider small-class,3
entity factory controller small-class,1
controller,1
data-provider,1
data-provider boundary small-class,2
pure-controller degenerate,15
boundary small-class,1
commander data-class small-class,3
factory degenerate,1
commander,8
empty,212
degenerate small-class,4
pure-controller degenerate small-class,12
entity commander boundary,7
boundary degenerate small-class,5
factory controller small-class,4
controller degenerate,1
boundary,20
pure-controller small-class,4
pure-controller,2
commander degenerate,1
commander boundary small-class,12
small-class,11
large-class degenerate,1
entity boundary small-class,11
unclassified,13
controller small-class,5
commander small-class,7
commander boundary data-class small-class,4
commander boundary,17
boundary degenerate,5
commander data-class,8
entity,4
entity boundary,15
data-class small-class,2
Total,425
