Unique Method Stereotype,Method Count
property set factory collaborator,1
collaborator,1
property factory controller,1
factory collaborator stateless,3
factory controller stateless,9
get wrapper,2
property set collaborator,1
stateless,12
property factory collaborator,3
collaborator stateless,10
predicate,4
set,12
constructor,100
property factory wrapper,27
get collaborator,8
property,2
void-accessor collaborator,4
void-accessor command collaborator,15
factory controller,1
empty,10
command,41
non-void-command collaborator,2
predicate wrapper,2
get non-void-command collaborator,131
property wrapper,81
incidental,11
controller,55
predicate non-void-command collaborator,35
copy-constructor,4
void-accessor set collaborator,2
controller stateless,797
command collaborator,98
factory wrapper stateless,5
predicate collaborator,2
wrapper,46
get set,1
get set collaborator,2
property non-void-command collaborator,65
property controller,2
set collaborator,22
get,4
get property non-void-command collaborator,1
collaborator incidental,20
void-accessor wrapper,4
wrapper stateless,245
property collaborator,6
property non-void-command,11
property non-void-command factory collaborator,4
non-void-command factory collaborator,1
predicate controller,1
Total,1927
