Unique Method Stereotype,Method Count
destructor,1
predicate,1
predicate set,1
get property non-void-command factory collaborator,1
void-accessor set collaborator,2
get property non-void-command,1
predicate collaborator,1
unclassified,1
predicate set collaborator,3
get predicate non-void-command collaborator,1
get property,1
property set collaborator,13
get non-void-command factory collaborator,5
get property non-void-command collaborator,13
collaborator incidental,208
get,9
property controller,134
property non-void-command collaborator,1860
empty,47
factory controller,14
incidental,32
property wrapper,87
get non-void-command collaborator,49
controller stateless,763
non-void-command factory collaborator,90
predicate controller,12
set,40
constructor,1415
property non-void-command factory collaborator,140
property non-void-command,43
stateless,2
property collaborator,30
wrapper stateless,575
void-accessor command collaborator,81
copy-constructor,549
void-accessor collaborator,12
collaborator stateless,40
collaborator,3
set factory collaborator,3
get property set collaborator,5
predicate wrapper,14
factory collaborator stateless,19
predicate non-void-command collaborator,55
wrapper,46
get set,46
factory wrapper stateless,55
get wrapper,13
get set collaborator,36
get controller,2
get collaborator,27
void-accessor command,5
factory controller stateless,52
property factory collaborator,12
get property wrapper,4
non-void-command collaborator,554
get non-void-command,21
set collaborator,42
non-void-command,14
get property factory controller,2
factory collaborator incidental,3
command collaborator,230
property,4
command,42
property factory wrapper,12
property factory controller,11
void-accessor controller,16
get set factory collaborator,6
property set factory collaborator,4
void-accessor wrapper,7
predicate non-void-command,13
controller,77
factory collaborator,1
Total,7733
