Unique Class Stereotype,Class Count
boundary lazy-class degenerate,1
entity data-class small-class,1
controller degenerate,1
factory controller data-class small-class,1
entity factory controller data-class small-class,1
minimal-entity,1
commander data-class small-class,1
entity,3
entity boundary data-class,1
boundary lazy-class data-class,1
degenerate small-class,32
entity factory controller small-class,56
entity factory controller,3
factory degenerate,1
controller small-class,62
unclassified,30
pure-controller small-class,25
boundary,56
entity commander boundary,28
entity boundary data-class small-class,2
lazy-class small-class,2
factory pure-controller small-class,1
small-class,89
entity boundary degenerate,38
commander small-class,8
boundary data-class small-class,12
empty,2063
entity boundary,223
commander boundary data-class small-class,6
commander,9
entity small-class,16
factory controller,4
entity boundary lazy-class,1
boundary degenerate small-class,130
commander boundary small-class,210
factory controller lazy-class small-class,1
commander boundary,35
boundary degenerate,25
factory degenerate small-class,17
factory pure-controller degenerate small-class,26
data-provider data-class small-class,4
entity data-class,1
data-provider boundary data-class small-class,8
data-provider small-class,3
boundary small-class,14
boundary large-class degenerate,2
entity minimal-entity boundary lazy-class,2
factory controller small-class,33
data-class small-class,3
commander degenerate,1
minimal-entity boundary,2
pure-controller degenerate small-class,267
entity boundary small-class,365
minimal-entity commander boundary,1
data-provider boundary small-class,40
controller,6
pure-controller,2
pure-controller degenerate,22
entity data-provider boundary,4
commander boundary degenerate,2
degenerate,22
controller lazy-class degenerate,1
data-provider boundary,3
entity minimal-entity boundary,2
commander boundary data-class,1
commander lazy-class small-class,2
data-provider boundary degenerate,1
Total,4037
