Unique Method Stereotype,Method Count
get set collaborator,1
factory collaborator stateless,2
property,1
factory wrapper stateless,2
factory controller stateless,1
get predicate,2
predicate,9
collaborator,1
get property,2
property set collaborator,5
void-accessor controller,5
void-accessor set,1
non-void-command,7
controller stateless,26
void-accessor command collaborator,26
unclassified,2
get property non-void-command factory collaborator,1
property factory controller,12
wrapper,17
get property collaborator,3
set,123
constructor,174
property factory wrapper,1
predicate wrapper,8
non-void-command collaborator,53
get collaborator,216
command collaborator,228
predicate non-void-command,18
void-accessor set collaborator,8
get property wrapper,1
property controller,24
property non-void-command collaborator,94
set collaborator,96
get set factory collaborator,3
property non-void-command,17
property non-void-command factory collaborator,53
command,118
get property set factory collaborator,1
set factory collaborator,1
collaborator stateless,20
get property non-void-command collaborator,4
get,179
collaborator incidental,18
get non-void-command collaborator,3
property wrapper,30
copy-constructor,16
incidental,45
controller,35
predicate non-void-command collaborator,44
void-accessor command,3
empty,18
factory controller,4
non-void-command factory collaborator,20
predicate controller,7
wrapper stateless,43
Total,1852
