Unique Class Stereotype,Class Count
data-provider boundary data-class,1
entity minimal-entity data-provider boundary,1
data-provider data-class,1
pure-controller degenerate small-class,2
entity boundary small-class,1
small-class,2
data-provider,1
entity minimal-entity boundary,2
empty,17
unclassified,22
boundary data-class small-class,1
entity minimal-entity commander boundary,2
boundary,33
data-provider boundary data-class small-class,1
data-provider boundary,4
commander,3
entity boundary,4
entity commander boundary,2
degenerate,2
commander boundary,14
boundary degenerate,2
entity data-provider boundary,2
minimal-entity boundary,5
Total,125
