Unique Class Stereotype,Class Count
boundary data-class small-class,1
data-provider boundary small-class,2
factory degenerate small-class,2
entity data-provider boundary,2
boundary small-class,3
data-provider boundary,3
controller small-class,2
unclassified,60
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,12
entity degenerate,1
entity minimal-entity boundary,3
commander boundary,37
factory pure-controller degenerate small-class,2
controller,6
boundary degenerate,7
small-class,24
entity boundary small-class,40
degenerate small-class,14
data-class small-class,2
entity boundary,41
empty,65
entity small-class,1
commander,41
degenerate,21
boundary,35
pure-controller degenerate,10
data-provider small-class,4
entity factory controller small-class,1
entity commander boundary degenerate,1
boundary degenerate small-class,8
entity commander boundary,12
pure-controller degenerate small-class,9
data-class,3
data-provider,5
commander boundary small-class,4
boundary lazy-class degenerate,1
controller degenerate,11
Total,498
