Unique Method Stereotype,Method Count
get set collaborator,1
collaborator,2
predicate set collaborator,2
property,6
void-accessor command,10
predicate controller,1
get,12
get controller,4
set,16
constructor,39
predicate non-void-command,6
command collaborator,19
destructor,11
wrapper,3
get non-void-command,1
command,34
controller stateless,3
set collaborator,8
property non-void-command collaborator,2
property controller,5
void-accessor command collaborator,12
predicate set,1
property collaborator,2
property non-void-command,6
wrapper stateless,1
void-accessor wrapper,5
property wrapper,65
get collaborator,6
copy-constructor,1
predicate non-void-command collaborator,5
controller,1
Total,290
