Unique Method Stereotype,Method Count
unclassified,1
property factory collaborator,2
non-void-command,1
factory controller stateless,2
factory wrapper stateless,1
factory collaborator stateless,1
get factory collaborator,2
get set collaborator,10
get property wrapper,3
predicate non-void-command,2
get,2
collaborator incidental,6
non-void-command factory collaborator,2
predicate controller,3
wrapper stateless,69
command,74
factory controller,1
empty,1
constructor,158
controller stateless,380
property collaborator,1
property non-void-command,28
property non-void-command factory collaborator,11
command collaborator,162
property wrapper,6
get non-void-command collaborator,8
set,7
get property collaborator,2
predicate wrapper,2
non-void-command collaborator,49
predicate non-void-command collaborator,14
copy-constructor,4
incidental,4
controller,26
wrapper,3
property set collaborator,2
property controller,4
property non-void-command collaborator,27
set collaborator,33
Total,1114
