Unique Method Stereotype,Method Count
get property,1
non-void-command collaborator,4
predicate wrapper,8
predicate controller,5
get set collaborator,10
get controller,1
predicate set collaborator,6
predicate non-void-command,29
void-accessor set collaborator,1
get property wrapper,1
get non-void-command,8
get set,4
wrapper,18
predicate collaborator,16
property,58
get collaborator,97
unclassified,24
command,147
empty,37
controller stateless,59
get property collaborator,7
set,42
constructor,393
collaborator,20
command collaborator,261
property controller,29
set collaborator,40
property non-void-command collaborator,54
wrapper stateless,59
property non-void-command,17
predicate set,5
property collaborator,102
void-accessor,2
void-accessor command collaborator,5
destructor,73
property set collaborator,10
controller,12
incidental,58
copy-constructor,27
predicate non-void-command collaborator,29
get non-void-command collaborator,22
property wrapper,44
get property non-void-command collaborator,3
collaborator incidental,44
get,51
get wrapper,1
predicate,75
Total,2019
