Unique Method Stereotype,Method Count
factory collaborator stateless,6
wrapper stateless,4
controller stateless,1
get collaborator,12
factory controller stateless,4
command collaborator,37
set,26
constructor,25
wrapper,2
predicate non-void-command collaborator,12
controller,1
command,52
void-accessor command collaborator,1
property non-void-command factory collaborator,7
property collaborator,1
property non-void-command,12
property,3
predicate set collaborator,1
property controller,5
set collaborator,15
property non-void-command collaborator,9
predicate non-void-command,9
void-accessor command,3
get property non-void-command,1
predicate,2
get,29
collaborator incidental,2
non-void-command factory collaborator,1
predicate controller,2
empty,1
factory controller,1
Total,287
