Unique Method Stereotype,Method Count
destructor,1
property set collaborator,1
stateless,1
property set,5
factory collaborator,1
unclassified,2
get set factory collaborator,2
factory wrapper,1
void-accessor command,1
collaborator stateless,1
collaborator,6
get property,3
void-accessor controller,1
predicate non-void-command,17
factory collaborator stateless,9
void-accessor collaborator,5
void-accessor command collaborator,34
factory controller stateless,2
property factory controller,5
non-void-command,17
get collaborator,108
wrapper,82
predicate collaborator,8
controller stateless,28
void-accessor wrapper,1
wrapper stateless,41
non-void-command collaborator,10
predicate wrapper,10
property controller,12
property non-void-command collaborator,48
set collaborator,87
predicate,7
command collaborator,211
factory controller,1
empty,35
command,149
get property controller,1
constructor,217
get property collaborator,6
set,113
get property non-void-command collaborator,4
get,119
collaborator incidental,24
controller,35
copy-constructor,10
incidental,32
predicate non-void-command collaborator,11
get non-void-command collaborator,1
property wrapper,21
property,20
get wrapper,3
property factory collaborator,8
non-void-command factory collaborator,10
predicate controller,4
property non-void-command factory collaborator,10
property non-void-command,34
property collaborator,20
predicate set,4
Total,1660
