Unique Class Stereotype,Class Count
degenerate small-class,3
entity minimal-entity boundary,1
data-provider small-class,1
pure-controller,1
boundary small-class,2
data-provider data-class,1
boundary degenerate small-class,1
commander boundary,14
entity commander boundary,6
entity boundary data-class small-class,1
minimal-entity boundary,1
boundary data-class,6
controller lazy-class,1
data-provider boundary data-class,3
entity boundary,11
data-class small-class,2
commander boundary small-class,3
lazy-class,1
data-provider boundary small-class,3
small-class,13
entity boundary small-class,3
controller small-class,4
unclassified,35
commander,6
empty,101
data-provider boundary data-class small-class,10
data-provider boundary,4
data-provider degenerate,1
commander boundary data-class small-class,1
commander small-class,3
data-provider data-class small-class,2
data-provider,2
data-provider boundary lazy-class degenerate,1
degenerate,3
boundary,22
pure-controller small-class,2
boundary data-class small-class,2
factory degenerate small-class,1
Total,278
