Unique Class Stereotype,Class Count
degenerate small-class,1
commander boundary lazy-class,1
degenerate,1
data-provider small-class,2
factory degenerate small-class,4
factory controller small-class,1
entity data-class small-class,1
commander data-class small-class,1
entity small-class,2
data-class,2
pure-controller degenerate small-class,6
boundary degenerate,2
commander boundary,20
commander boundary small-class,14
entity boundary data-class,1
commander,4
data-provider boundary small-class,1
empty,117
unclassified,5
boundary,3
pure-controller degenerate,27
entity commander boundary,11
boundary degenerate small-class,6
entity boundary,19
small-class,2
entity boundary small-class,17
entity boundary degenerate,2
boundary data-class small-class,1
Total,274
