Unique Class Stereotype,Class Count
entity,2
data-provider lazy-class small-class,1
data-provider boundary lazy-class degenerate,1
entity factory controller,1
entity minimal-entity,1
commander data-class small-class,1
boundary small-class,3
data-provider boundary degenerate,1
degenerate small-class,10
entity minimal-entity boundary,1
small-class,8
commander boundary degenerate,1
data-provider degenerate,1
data-provider small-class,2
minimal-entity lazy-class,1
entity data-provider boundary,4
commander boundary small-class,10
data-provider,5
data-provider data-class small-class,2
controller small-class,5
unclassified,28
boundary data-class,1
data-provider boundary,14
data-provider boundary data-class small-class,4
entity small-class,2
empty,348
commander,12
factory controller data-class small-class,1
data-provider boundary small-class,8
data-provider boundary data-class,2
factory degenerate small-class,3
factory controller small-class,11
data-class,10
entity minimal-entity commander boundary,1
commander boundary,22
controller,1
boundary degenerate,14
entity boundary degenerate,2
commander boundary data-class small-class,5
commander small-class,7
pure-controller small-class,2
boundary,39
degenerate,6
entity boundary,36
data-class small-class,1
lazy-class,1
commander degenerate,3
boundary data-class small-class,2
boundary degenerate small-class,22
pure-controller degenerate small-class,2
entity commander boundary,14
entity factory controller small-class,1
entity boundary lazy-class degenerate,3
entity boundary small-class,9
Total,698
