Unique Method Stereotype,Method Count
property set factory collaborator,1
predicate set collaborator,1
set factory collaborator,2
get property wrapper,3
predicate set,1
predicate collaborator,2
predicate controller,3
get wrapper,4
property controller,14
property non-void-command collaborator,246
property wrapper,83
get non-void-command collaborator,18
property non-void-command,50
property non-void-command factory collaborator,45
wrapper stateless,230
void-accessor set,2
set collaborator,104
non-void-command,9
property factory collaborator,48
property collaborator,19
stateless,84
property set collaborator,17
get,235
collaborator incidental,69
get property non-void-command collaborator,4
incidental,74
factory collaborator,4
controller,14
void-accessor collaborator,2
copy-constructor,10
get collaborator,160
set,203
get property non-void-command,1
void-accessor set collaborator,15
get property collaborator,2
constructor,499
empty,48
factory controller,7
property factory wrapper,11
command,226
predicate wrapper,23
void-accessor wrapper,9
predicate non-void-command,15
factory collaborator stateless,20
destructor,20
predicate non-void-command collaborator,45
wrapper,68
void-accessor command collaborator,63
command collaborator,250
property,19
collaborator stateless,125
controller stateless,46
non-void-command factory collaborator,34
predicate,17
factory wrapper stateless,7
get predicate,5
get property factory collaborator,4
get property,2
unclassified,7
non-void-command collaborator,38
get non-void-command,15
factory wrapper,9
property factory controller,2
get set factory collaborator,9
void-accessor controller,3
non-void-command factory,1
get set,3
get factory collaborator,1
get predicate non-void-command,3
get predicate wrapper,4
get set collaborator,3
void-accessor command,37
factory controller stateless,6
Total,3483
