Unique Method Stereotype,Method Count
get predicate wrapper,1
get property factory collaborator,1
get set factory,1
get predicate collaborator,1
property factory,1
property command collaborator,2
factory wrapper stateless,2
factory collaborator incidental,134
get property non-void-command collaborator,4
get,230
collaborator incidental,95
factory controller stateless,3
void-accessor command,69
get property,8
property non-void-command,31
property collaborator,286
predicate set,3
property non-void-command factory collaborator,6
wrapper stateless,214
incidental,158
controller,76
get set factory collaborator,4
property factory controller,1
void-accessor controller,28
predicate,158
command,493
property,187
command collaborator,675
void-accessor command collaborator,446
copy-constructor,51
void-accessor collaborator,7
predicate wrapper,36
void-accessor wrapper,10
predicate non-void-command,36
property non-void-command collaborator,275
non-void-command,2
set collaborator,196
property controller,39
property set collaborator,5
destructor,262
constructor,823
get property controller,2
set,210
void-accessor,5
predicate collaborator,23
predicate non-void-command collaborator,148
wrapper,65
get factory collaborator,1
non-void-command factory,1
get set,27
predicate set collaborator,15
factory collaborator stateless,8
empty,143
unclassified,23
property wrapper,95
get non-void-command collaborator,46
get property collaborator,9
void-accessor set collaborator,21
non-void-command collaborator,1
get non-void-command,24
get property wrapper,4
property set,5
get set collaborator,12
get collaborator,408
get controller,6
get wrapper,16
predicate controller,27
controller stateless,416
non-void-command factory collaborator,11
void-accessor set,12
collaborator,26
set factory collaborator,3
property factory collaborator,145
factory stateless,2
Total,7020
