Unique Class Stereotype,Class Count
data-provider boundary lazy-class,1
commander boundary lazy-class,2
data-provider boundary lazy-class degenerate,1
factory controller small-class,1
commander boundary degenerate,1
lazy-class degenerate,2
data-provider boundary data-class,2
data-provider small-class,2
controller,10
controller degenerate,53
boundary lazy-class degenerate,5
data-provider lazy-class small-class,1
boundary degenerate,26
factory degenerate,1
data-provider data-class,1
boundary small-class,2
commander data-class small-class,8
data-provider,24
commander lazy-class,3
data-provider data-class small-class,13
data-class small-class,1
entity boundary,51
data-provider boundary data-class small-class,20
data-provider boundary,34
entity minimal-entity commander boundary,1
commander boundary,57
commander degenerate,1
lazy-class,3
pure-controller small-class,8
degenerate,32
boundary,87
pure-controller degenerate,12
controller small-class,16
unclassified,90
pure-controller degenerate small-class,9
entity commander boundary,28
boundary degenerate small-class,10
commander boundary small-class,45
entity boundary small-class,14
small-class,23
factory degenerate small-class,1
boundary lazy-class,2
degenerate small-class,14
entity small-class,3
empty,165
commander,40
factory controller data-class small-class,1
data-provider boundary small-class,11
entity minimal-entity boundary,4
data-class,7
entity data-provider boundary,10
commander boundary data-class small-class,2
commander small-class,25
entity boundary degenerate,4
data-provider lazy-class degenerate,1
boundary data-class small-class,3
boundary data-class,5
minimal-entity boundary,2
Total,1001
