Unique Method Stereotype,Method Count
get predicate collaborator,1
empty,2
factory controller,2
get property non-void-command factory collaborator,1
factory collaborator incidental,5
property set,1
property factory wrapper,1
property factory collaborator,6
factory controller stateless,2
get controller,1
get set collaborator,27
get wrapper,1
get predicate wrapper,1
predicate controller,1
non-void-command factory collaborator,11
property,31
non-void-command collaborator,1
predicate wrapper,3
property factory,2
predicate non-void-command,17
controller stateless,279
wrapper stateless,210
set,57
constructor,289
predicate,2
command collaborator,569
property wrapper,95
get non-void-command collaborator,34
get command,2
get collaborator,135
command,431
set factory collaborator,1
collaborator stateless,6
factory collaborator stateless,6
stateless,1
property set collaborator,2
get set,11
wrapper,104
get property wrapper,12
get non-void-command,16
get command collaborator,4
collaborator incidental,10
get property non-void-command collaborator,4
get,148
predicate non-void-command collaborator,23
controller,193
incidental,26
copy-constructor,6
predicate set,2
property collaborator,3
property non-void-command,121
property non-void-command factory collaborator,26
property non-void-command collaborator,247
property controller,15
set collaborator,36
Total,3243
