Unique Class Stereotype,Class Count
degenerate small-class,3
boundary data-class,1
minimal-entity boundary,2
entity minimal-entity boundary,1
controller degenerate,2
factory controller small-class,1
data-provider data-class,2
boundary small-class,1
pure-controller,11
boundary degenerate,12
data-provider boundary lazy-class degenerate,2
boundary data-class small-class,2
data-provider small-class,5
small-class,3
lazy-class small-class,1
data-class small-class,2
entity boundary,32
boundary degenerate small-class,9
unclassified,46
controller small-class,2
data-provider boundary data-class small-class,6
data-provider boundary,14
factory degenerate small-class,1
entity commander boundary,6
pure-controller degenerate small-class,17
data-provider,13
data-provider data-class small-class,20
data-provider boundary lazy-class,1
commander boundary,49
controller,5
entity small-class,1
empty,112
commander,30
data-provider boundary small-class,2
entity boundary small-class,10
commander data-class,1
entity boundary degenerate,2
commander small-class,14
pure-controller degenerate,7
data-provider boundary data-class,5
minimal-entity commander boundary,1
degenerate,20
pure-controller small-class,15
boundary,24
commander boundary small-class,17
entity data-provider boundary,6
entity factory controller small-class,7
Total,546
