Unique Class Stereotype,Class Count
entity data-provider boundary,1
entity factory controller small-class,1
commander boundary small-class,1
boundary degenerate,2
commander boundary,2
empty,150
entity boundary small-class,10
small-class,2
factory controller small-class,1
factory degenerate small-class,1
entity boundary,1
data-provider boundary data-class small-class,1
controller small-class,3
pure-controller degenerate small-class,3
entity commander boundary,1
boundary degenerate small-class,3
degenerate,3
pure-controller degenerate,6
boundary,3
Total,195
