Unique Method Stereotype,Method Count
predicate,1
stateless,4
factory controller stateless,28
controller stateless,40
property wrapper,17
set collaborator,5
property controller,14
property non-void-command collaborator,82
non-void-command factory collaborator,13
predicate wrapper,1
predicate non-void-command,3
set,31
constructor,63
command,73
command collaborator,137
factory collaborator stateless,23
wrapper,2
collaborator incidental,1
get,18
factory wrapper stateless,3
property non-void-command,14
property non-void-command factory collaborator,19
property factory controller,1
wrapper stateless,62
get collaborator,7
property factory collaborator,1
copy-constructor,8
predicate non-void-command collaborator,3
incidental,12
controller,9
collaborator stateless,2
empty,59
factory controller,2
Total,758
