Class Name,Class Stereotype,Method Name,Method Stereotype
"SpringBootDemoZookeeperApplicationTests","commander","getCount","get",
"SpringBootDemoZookeeperApplicationTests","commander","test","command",
"SpringBootDemoZookeeperApplicationTests","commander","testAopLock","command",
"SpringBootDemoZookeeperApplicationTests","commander","testManualLock","command",
"SpringBootDemoZookeeperApplicationTests","commander","aopBuy","command",
"SpringBootDemoZookeeperApplicationTests","commander","manualBuy","command collaborator",
"SpringBootDemoZookeeperApplicationTests","commander","doBuy","set",
"ZkConfig","entity boundary small-class","ZkConfig","constructor",
"ZkConfig","entity boundary small-class","curatorFramework","property non-void-command collaborator",
"ZooLockAspect","unclassified","ZooLockAspect","constructor",
"ZooLockAspect","unclassified","doLock","empty",
"ZooLockAspect","unclassified","around","property non-void-command collaborator",
"ZooLockAspect","unclassified","buildLockKey","property controller",
"ServerTask","commander boundary small-class","websocket","command collaborator",
"ServerVO","entity boundary small-class","create","property non-void-command collaborator",
"SysFile","data-class","getDirName","get",
"SysFile","data-class","setDirName","set",
"SysFile","data-class","getSysTypeName","get",
"SysFile","data-class","setSysTypeName","set",
"SysFile","data-class","getTypeName","get",
"SysFile","data-class","setTypeName","set",
"SysFile","data-class","getTotal","get",
"SysFile","data-class","setTotal","set",
"SysFile","data-class","getFree","get",
"SysFile","data-class","setFree","set",
"SysFile","data-class","getUsed","get",
"SysFile","data-class","setUsed","set",
"SysFile","data-class","getUsage","get",
"SysFile","data-class","setUsage","set",
"Mem","boundary","getTotal","property wrapper",
"Mem","boundary","setTotal","set",
"Mem","boundary","getUsed","property wrapper",
"Mem","boundary","setUsed","set",
"Mem","boundary","getFree","property wrapper",
"Mem","boundary","setFree","set",
"Mem","boundary","getUsage","property wrapper",
"Cpu","unclassified","getCpuNum","get",
"Cpu","unclassified","setCpuNum","set",
"Cpu","unclassified","getTotal","property wrapper",
"Cpu","unclassified","setTotal","set",
"Cpu","unclassified","getSys","property wrapper",
"Cpu","unclassified","setSys","set",
"Cpu","unclassified","getUsed","property wrapper",
"Cpu","unclassified","setUsed","set",
"Cpu","unclassified","getWait","property wrapper",
"Cpu","unclassified","setWait","set",
