Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
factory controller degenerate,1
factory pure-controller degenerate,1
data-provider boundary small-class,2
factory degenerate small-class,1
factory controller small-class,1
controller degenerate,4
commander small-class,6
data-class,2
degenerate small-class,54
small-class,9
entity boundary small-class,9
boundary large-class degenerate,1
controller small-class,2
unclassified,9
entity,1
pure-controller degenerate,3
entity factory controller,2
commander boundary small-class,12
boundary degenerate,3
commander boundary,12
boundary degenerate small-class,13
pure-controller degenerate small-class,13
entity commander boundary,6
empty,176
commander,6
factory controller,1
controller,2
factory pure-controller degenerate small-class,5
entity factory controller small-class,1
data-provider lazy-class,1
factory degenerate,1
boundary small-class,1
pure-controller small-class,2
boundary,8
degenerate,5
entity boundary,5
Total,382
