Unique Method Stereotype,Method Count
get set factory,1
get non-void-command factory collaborator,1
get property set factory collaborator,1
property set,2
unclassified,3
property set factory collaborator,1
get property wrapper,1
destructor,2
factory collaborator incidental,3
copy-constructor,359
factory collaborator,3
controller,82
incidental,26
get,594
get property non-void-command collaborator,7
collaborator incidental,653
property controller,33
property non-void-command collaborator,255
non-void-command collaborator,52
predicate wrapper,4
property wrapper,377
get non-void-command collaborator,9
property non-void-command factory,2
collaborator stateless,46
void-accessor command collaborator,365
predicate collaborator,1
void-accessor,1
constructor,820
get property factory wrapper,3
get collaborator,884
property factory wrapper,299
command,116
empty,92
get property controller,1
factory controller,6
wrapper stateless,294
factory collaborator stateless,15
predicate non-void-command collaborator,312
wrapper,43
property non-void-command factory collaborator,43
property non-void-command,588
predicate controller,7
controller stateless,301
non-void-command factory collaborator,20
property factory collaborator,17
property factory,10
void-accessor wrapper,5
predicate non-void-command,12
get set,2
get predicate non-void-command,122
get predicate wrapper,164
void-accessor set,240
set collaborator,532
non-void-command,14
set,606
property set collaborator,7
property collaborator,57
stateless,12
get property non-void-command,1
get property collaborator,4
void-accessor set collaborator,231
factory controller stateless,21
void-accessor command,53
command collaborator,522
property,15
predicate,8
factory wrapper stateless,15
set factory collaborator,3
collaborator,4
factory wrapper,6
property factory controller,15
get set factory collaborator,5
get property factory collaborator,1
get set collaborator,9
get wrapper,2
Total,9443
