Unique Class Stereotype,Class Count
data-class,1
commander lazy-class small-class,1
boundary data-class,1
commander degenerate,2
factory small-class,1
data-provider boundary degenerate,1
commander boundary small-class,10
entity factory controller small-class,2
data-provider data-class small-class,1
commander boundary lazy-class degenerate,1
commander lazy-class,1
data-provider small-class,3
data-provider boundary,4
factory degenerate small-class,5
factory pure-controller degenerate small-class,4
controller,7
entity data-provider boundary,4
lazy-class small-class,1
entity factory controller,2
pure-controller degenerate,8
boundary degenerate,15
commander boundary,16
entity boundary,214
commander boundary degenerate,3
boundary degenerate small-class,80
pure-controller small-class,2
boundary,110
degenerate,31
small-class,21
entity boundary lazy-class degenerate,1
entity boundary small-class,21
entity boundary data-class small-class,1
entity commander boundary,4
pure-controller degenerate small-class,26
boundary large-class degenerate,1
controller small-class,3
unclassified,53
pure-controller,4
boundary lazy-class degenerate,2
controller degenerate,6
factory controller small-class,5
entity small-class,5
factory controller,2
empty,493
commander,11
data-provider boundary small-class,23
data-provider lazy-class small-class,1
data-provider boundary data-class small-class,58
commander data-class small-class,2
boundary small-class,5
boundary data-class small-class,5
commander boundary data-class small-class,3
commander small-class,4
entity boundary degenerate,2
boundary lazy-class,2
degenerate small-class,15
Total,1310
