Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
commander boundary data-class,1
data-provider boundary degenerate,1
lazy-class degenerate,1
data-provider boundary lazy-class degenerate,1
commander degenerate,2
pure-controller degenerate,4
data-class,3
data-provider lazy-class,2
factory small-class,1
minimal-entity boundary,1
commander boundary lazy-class small-class,1
boundary data-class,5
commander boundary lazy-class,1
lazy-class small-class,3
commander boundary,29
controller,4
commander boundary degenerate,1
controller lazy-class degenerate,9
boundary degenerate,7
commander data-class,4
boundary data-class small-class,13
entity commander boundary,12
pure-controller degenerate small-class,62
data-provider boundary,24
data-provider boundary data-class small-class,18
data-provider data-class,1
boundary small-class,92
commander data-class small-class,26
entity boundary lazy-class degenerate,1
entity boundary small-class,30
small-class,93
boundary lazy-class,3
degenerate small-class,64
entity data-provider boundary,5
data-provider boundary small-class,30
commander boundary small-class,40
entity small-class,2
commander,40
empty,1015
controller small-class,6
unclassified,84
entity boundary degenerate,1
commander boundary data-class small-class,17
commander small-class,31
boundary degenerate small-class,134
data-provider,29
data-provider data-class small-class,20
data-provider small-class,14
entity boundary data-class,3
factory controller small-class,3
factory degenerate small-class,2
boundary,70
degenerate,16
pure-controller small-class,20
commander lazy-class small-class,3
data-class small-class,10
entity boundary,77
Total,2193
