Unique Method Stereotype,Method Count
factory wrapper,2
get property controller,1
factory controller,2
property set factory collaborator,2
void-accessor set,1
collaborator incidental,86
get command collaborator,1
get property non-void-command collaborator,7
get,100
set factory collaborator,1
collaborator,80
predicate controller,13
non-void-command factory collaborator,1
controller stateless,238
property controller,45
property non-void-command collaborator,306
non-void-command,4
set collaborator,121
wrapper stateless,277
set,163
constructor,1162
empty,93
unclassified,92
property factory wrapper,3
command,392
predicate,145
property wrapper,115
get non-void-command collaborator,27
copy-constructor,326
incidental,133
factory collaborator,1
controller,87
property non-void-command,49
property collaborator,190
property non-void-command factory collaborator,6
predicate set,16
get property,5
void-accessor command collaborator,64
get property collaborator,2
get property non-void-command,3
void-accessor set collaborator,8
destructor,275
predicate non-void-command collaborator,124
wrapper,222
command collaborator,452
property,98
property set collaborator,58
property factory collaborator,2
void-accessor wrapper,1
predicate non-void-command,62
property factory,8
get property set collaborator,1
factory wrapper stateless,3
void-accessor,2
predicate collaborator,39
get wrapper,46
property set,11
get set collaborator,16
property command collaborator,15
predicate wrapper,24
get non-void-command,53
non-void-command collaborator,2
void-accessor controller,3
get set factory collaborator,2
predicate set collaborator,14
get collaborator,139
get controller,10
factory controller stateless,3
void-accessor command,8
non-void-command factory,1
get set,38
get predicate non-void-command,1
Total,6103
