Unique Class Stereotype,Class Count
controller degenerate,1
entity,1
data-provider boundary data-class,2
boundary data-class small-class,1
data-provider lazy-class degenerate,1
data-provider data-class small-class,3
lazy-class,1
minimal-entity boundary,1
entity boundary data-class,1
factory controller small-class,5
degenerate small-class,13
controller data-class small-class,1
factory degenerate small-class,6
data-provider,1
entity factory controller small-class,6
boundary degenerate,10
data-provider boundary data-class small-class,15
data-provider boundary,1
controller small-class,5
unclassified,20
data-provider boundary small-class,8
entity small-class,1
empty,216
commander,4
commander boundary small-class,16
pure-controller degenerate,6
small-class,32
entity boundary lazy-class degenerate,1
entity boundary small-class,30
commander data-class small-class,1
boundary small-class,3
factory degenerate,8
entity boundary,51
data-class small-class,2
boundary degenerate small-class,25
commander small-class,4
entity boundary degenerate,4
factory pure-controller small-class,4
entity commander boundary,4
pure-controller degenerate small-class,26
entity data-provider boundary,2
factory pure-controller degenerate small-class,2
controller,2
commander boundary,12
boundary,33
degenerate,13
pure-controller small-class,3
entity minimal-entity boundary,2
entity degenerate,2
Total,612
