Unique Method Stereotype,Method Count
predicate non-void-command collaborator,1
factory wrapper stateless,1
collaborator incidental,2
set collaborator,12
constructor,8
set,106
non-void-command factory collaborator,29
property non-void-command collaborator,46
property non-void-command,10
get non-void-command collaborator,7
command collaborator,13
empty,8
command,3
property non-void-command factory collaborator,3
factory collaborator stateless,18
get,106
wrapper stateless,5
factory controller stateless,37
get collaborator,13
incidental,29
controller stateless,33
property controller,2
Total,492
