Unique Class Stereotype,Class Count
entity small-class,1
factory controller,1
boundary data-class,1
degenerate small-class,1
entity boundary,7
commander small-class,1
commander boundary,3
small-class,1
entity boundary small-class,3
commander boundary small-class,1
degenerate,3
entity factory controller small-class,1
factory pure-controller degenerate small-class,4
empty,20
unclassified,3
factory controller degenerate,2
controller degenerate,1
pure-controller degenerate small-class,1
data-class,10
boundary,1
pure-controller degenerate,1
Total,67
