Unique Method Stereotype,Method Count
predicate non-void-command,1
property,8
void-accessor set collaborator,1
get non-void-command,3
get property wrapper,1
get set,10
wrapper,24
property set collaborator,25
predicate,32
non-void-command,2
get property non-void-command collaborator,2
collaborator incidental,102
get,25
property non-void-command,3
property collaborator,800
destructor,51
predicate collaborator,19
predicate controller,2
property factory collaborator,2
get collaborator,306
get non-void-command collaborator,68
property wrapper,134
get property collaborator,5
set,16
constructor,494
wrapper stateless,324
get wrapper,109
get set collaborator,45
get controller,24
factory controller stateless,1
controller stateless,165
command,42
empty,63
unclassified,8
collaborator,92
command collaborator,152
predicate non-void-command collaborator,8
controller,6
incidental,9
copy-constructor,51
predicate wrapper,27
non-void-command collaborator,84
void-accessor command collaborator,10
void-accessor,3
void-accessor collaborator,14
predicate set collaborator,2
property controller,38
property non-void-command collaborator,291
set collaborator,36
Total,3740
