Unique Class Stereotype,Class Count
data-provider,1
entity minimal-entity boundary,1
data-class small-class,1
degenerate,1
pure-controller degenerate small-class,3
commander data-class small-class,1
boundary degenerate small-class,5
commander degenerate,1
entity boundary small-class,3
small-class,9
data-provider degenerate,1
commander small-class,4
boundary degenerate,1
commander boundary,6
pure-controller small-class,1
entity boundary,3
controller degenerate,1
factory degenerate small-class,1
controller small-class,1
data-provider boundary,1
boundary,13
commander,3
degenerate small-class,3
unclassified,12
empty,20
commander boundary degenerate,1
Total,98
