Unique Method Stereotype,Method Count
get set collaborator,1
property non-void-command,9
predicate controller,1
predicate non-void-command,1
property factory,3
get non-void-command collaborator,1
property wrapper,10
set,8
constructor,144
command collaborator,26
predicate wrapper,1
non-void-command collaborator,16
command,22
factory controller,1
empty,5
get collaborator,7
controller stateless,14
property non-void-command collaborator,26
set collaborator,6
property controller,8
wrapper stateless,7
get predicate non-void-command,3
get set,1
wrapper,3
get non-void-command,1
property set collaborator,1
collaborator incidental,3
get,2
get property non-void-command factory collaborator,1
get wrapper,1
copy-constructor,8
predicate non-void-command collaborator,10
incidental,7
controller,3
Total,361
