Unique Class Stereotype,Class Count
pure-controller small-class,1
entity minimal-entity boundary,1
entity boundary,1
controller small-class,1
data-provider boundary data-class small-class,1
data-provider boundary,2
boundary small-class,1
lazy-class degenerate,1
boundary data-class small-class,2
factory small-class,1
data-provider boundary small-class,4
pure-controller degenerate small-class,2
commander small-class,5
factory pure-controller small-class,1
empty,116
unclassified,5
commander boundary,4
boundary degenerate,1
small-class,5
entity boundary small-class,6
commander boundary small-class,3
degenerate small-class,5
entity commander boundary,3
boundary degenerate small-class,2
boundary,7
pure-controller degenerate,1
Total,182
