Unique Class Stereotype,Class Count
boundary degenerate,1
data-provider data-class small-class,1
factory degenerate small-class,1
data-class small-class,1
entity boundary,13
lazy-class small-class,1
unclassified,14
data-provider,7
data-provider boundary small-class,4
empty,19
commander,3
data-provider boundary,4
data-provider boundary data-class small-class,1
degenerate,4
boundary,15
lazy-class,2
entity minimal-entity boundary,4
controller degenerate,1
boundary lazy-class degenerate,1
boundary degenerate small-class,2
degenerate small-class,3
entity data-provider boundary,1
small-class,2
entity boundary small-class,2
commander data-class small-class,1
commander boundary,5
controller,1
data-provider small-class,4
commander boundary small-class,1
commander boundary data-class small-class,1
commander small-class,1
entity commander boundary,2
pure-controller degenerate small-class,2
Total,125
