Unique Class Stereotype,Class Count
large-class,1
entity commander boundary lazy-class degenerate,2
degenerate small-class,7
data-provider,15
controller small-class,2
unclassified,89
entity minimal-entity boundary,4
data-provider boundary,15
commander small-class,8
entity boundary degenerate,5
entity commander boundary,43
entity boundary data-class small-class,1
controller degenerate,6
boundary lazy-class degenerate,2
boundary degenerate small-class,10
commander boundary degenerate,27
empty,257
entity small-class,1
entity boundary data-class,2
lazy-class,3
commander boundary small-class,25
controller lazy-class degenerate,1
degenerate,34
boundary,114
pure-controller small-class,6
commander boundary,129
entity commander boundary degenerate,14
small-class,36
entity minimal-entity commander boundary,1
commander lazy-class degenerate,1
boundary degenerate,34
entity data-provider boundary,5
pure-controller degenerate,7
pure-controller degenerate small-class,19
entity boundary small-class,18
entity boundary lazy-class degenerate,1
commander boundary lazy-class degenerate,1
entity,3
data-provider small-class,4
data-provider data-class,3
boundary large-class degenerate,1
boundary small-class,11
entity boundary,62
commander,188
data-class,2
data-provider lazy-class degenerate,2
factory degenerate small-class,2
data-provider data-class small-class,4
data-provider boundary data-class small-class,3
data-class small-class,1
factory controller small-class,3
commander degenerate,1
minimal-entity boundary,1
boundary controller,1
data-provider boundary data-class,1
data-provider boundary lazy-class,2
lazy-class small-class,1
pure-controller,5
controller,6
data-provider boundary small-class,1
lazy-class degenerate,3
factory degenerate,1
data-provider boundary lazy-class degenerate,1
Total,1259
