Unique Method Stereotype,Method Count
get property set factory collaborator,1
factory wrapper,2
void-accessor set,1
factory,1
get property wrapper,1
property factory,5
predicate set,2
set factory collaborator,4
void-accessor command collaborator,11
get wrapper,12
get set collaborator,25
void-accessor command,7
factory controller stateless,35
get factory wrapper,3
empty,55
property set factory collaborator,9
get set factory collaborator,3
void-accessor controller,1
property factory controller,26
property non-void-command factory collaborator,222
property non-void-command,235
incidental,223
controller,226
copy-constructor,19
get controller,4
get collaborator,222
factory wrapper stateless,18
predicate collaborator,3
set collaborator,234
property non-void-command collaborator,1528
property controller,99
get non-void-command collaborator,41
property wrapper,110
factory collaborator incidental,5
property set,7
factory collaborator stateless,151
predicate non-void-command collaborator,344
wrapper,332
property set collaborator,22
property collaborator,100
stateless,17
wrapper stateless,4182
command,10738
property factory wrapper,22
get property factory controller,1
get property factory wrapper,5
set,780
constructor,962
factory controller,19
get property controller,2
predicate non-void-command,391
property non-void-command factory,1
collaborator stateless,32
get,207
collaborator incidental,128
get property non-void-command collaborator,30
command collaborator,4279
property,36
controller stateless,1214
non-void-command factory collaborator,91
get property non-void-command factory,3
predicate controller,55
predicate,175
get predicate controller,1
predicate wrapper,34
get property factory,1
get non-void-command factory collaborator,1
property factory collaborator,32
predicate set collaborator,9
non-void-command factory,1
get set,36
get predicate non-void-command,1
get property collaborator,1
get property non-void-command,6
non-void-command collaborator,3
get non-void-command,81
get property non-void-command factory collaborator,9
get property,2
Total,27937
