Unique Method Stereotype,Method Count
get wrapper,8
controller stateless,18
get set collaborator,2
property command collaborator,2
property set collaborator,4
property factory collaborator,1
void-accessor command,8
non-void-command collaborator,573
predicate wrapper,8
get non-void-command collaborator,1
property wrapper,39
get set,2
wrapper,53
get property,1
predicate non-void-command,11
constructor,61
get property collaborator,1
set,22
get collaborator,35
void-accessor wrapper,4
wrapper stateless,34
predicate,16
command collaborator,61
unclassified,4
empty,9
command,17
property non-void-command,3
property collaborator,39
void-accessor command collaborator,37
get non-void-command,3
predicate collaborator,8
factory collaborator stateless,1
destructor,11
factory collaborator incidental,1
copy-constructor,9
incidental,17
predicate non-void-command collaborator,16
predicate set collaborator,2
property,17
get property non-void-command collaborator,3
get,17
property controller,3
property non-void-command collaborator,133
set collaborator,25
factory stateless,2
Total,1342
