Unique Method Stereotype,Method Count
get property factory collaborator,1
get property factory controller,2
void-accessor set,1
get predicate non-void-command collaborator,3
get property set,3
get property set collaborator,6
get property,6
property set factory collaborator,6
get property set factory collaborator,4
void-accessor,2
predicate collaborator,29
get property non-void-command,10
void-accessor set collaborator,7
get property collaborator,15
property set,9
factory controller,67
get property controller,10
void-accessor collaborator,9
copy-constructor,74
incidental,486
predicate set collaborator,15
non-void-command factory,2
get predicate non-void-command,2
get set,22
get factory collaborator,36
property set collaborator,82
get,958
collaborator incidental,619
get property non-void-command collaborator,24
stateless,71
property collaborator,332
property non-void-command,284
property non-void-command factory collaborator,387
predicate set,13
property non-void-command factory,3
collaborator stateless,138
collaborator,13
set factory collaborator,19
void-accessor command collaborator,107
property wrapper,328
factory,5
get non-void-command collaborator,71
get controller,3
get collaborator,1195
empty,138
set,960
constructor,2564
command,1393
property factory wrapper,70
destructor,20
predicate non-void-command collaborator,351
wrapper,381
factory collaborator incidental,11
wrapper stateless,868
property factory collaborator,65
predicate wrapper,69
property non-void-command collaborator,1775
non-void-command,159
set collaborator,1026
property controller,327
controller,130
factory collaborator,21
unclassified,23
get property non-void-command factory collaborator,6
void-accessor command,12
factory controller stateless,47
predicate,194
void-accessor wrapper,8
predicate non-void-command,203
property factory,11
controller stateless,279
non-void-command factory collaborator,270
get property non-void-command factory,1
predicate controller,43
get property wrapper,13
non-void-command collaborator,281
get non-void-command,30
get set collaborator,35
factory collaborator stateless,47
property factory controller,51
void-accessor controller,14
get set factory collaborator,29
command collaborator,2477
property,198
get predicate,3
factory wrapper stateless,30
get wrapper,26
factory wrapper,16
get non-void-command factory collaborator,17
Total,20171
