Unique Class Stereotype,Class Count
data-provider lazy-class degenerate,1
data-provider boundary lazy-class,1
factory small-class,2
entity data-provider boundary degenerate,2
controller degenerate,2
controller data-class small-class,1
data-provider boundary lazy-class degenerate,1
lazy-class degenerate,3
commander boundary small-class,64
data-provider,43
commander boundary lazy-class degenerate,2
entity boundary lazy-class degenerate,3
data-provider data-class small-class,22
data-provider boundary data-class small-class,20
controller small-class,23
unclassified,233
factory pure-controller degenerate small-class,5
boundary data-class small-class,14
data-provider small-class,18
entity boundary degenerate,31
entity commander boundary,48
entity boundary data-class small-class,2
boundary,250
degenerate,91
pure-controller small-class,8
pure-controller,1
controller,35
data-provider boundary small-class,18
factory controller data-class small-class,8
data-provider lazy-class small-class,3
empty,609
factory controller,3
entity small-class,5
boundary degenerate small-class,42
entity boundary data-class,4
factory degenerate small-class,8
degenerate small-class,39
boundary lazy-class,4
commander boundary,112
entity commander boundary degenerate,1
small-class,76
entity minimal-entity commander boundary,5
boundary degenerate,28
commander boundary degenerate,5
factory pure-controller small-class,14
lazy-class small-class,6
data-provider boundary,35
entity minimal-entity boundary,14
commander boundary data-class small-class,10
entity boundary,173
commander,93
data-class,30
boundary lazy-class degenerate,6
commander small-class,60
boundary data-class,26
commander degenerate,1
data-class small-class,17
factory controller small-class,23
minimal-entity boundary,13
entity boundary small-class,60
pure-controller degenerate small-class,30
minimal-entity commander boundary,8
data-provider degenerate,4
data-provider boundary data-class,4
entity factory controller small-class,2
entity,9
entity data-provider boundary,15
pure-controller degenerate,11
lazy-class,4
boundary small-class,12
commander data-class small-class,3
data-provider data-class,5
commander lazy-class small-class,1
data-provider boundary degenerate,1
Total,2586
