Unique Method Stereotype,Method Count
get predicate collaborator,3
get property wrapper,2
get property set,1
predicate set collaborator,3
property set collaborator,6
get predicate non-void-command collaborator,3
set factory collaborator,1
collaborator,3
void-accessor command collaborator,3
get property non-void-command factory collaborator,10
factory wrapper,4
predicate set,1
property set factory collaborator,5
unclassified,9
property factory collaborator,74
controller,619
incidental,363
copy-constructor,49
non-void-command,12
set collaborator,322
property non-void-command collaborator,2448
property controller,177
get wrapper,13
get property non-void-command,13
property wrapper,239
get non-void-command collaborator,64
factory,3
property non-void-command,1222
property non-void-command factory collaborator,384
factory wrapper stateless,126
command collaborator,6363
property,124
get command,2
wrapper stateless,958
empty,164
get property controller,1
factory controller,85
command,3257
property factory wrapper,14
set,598
constructor,2235
non-void-command factory,3
get factory collaborator,4
get set,24
predicate non-void-command collaborator,753
wrapper,162
get controller,5
get collaborator,671
get,871
collaborator incidental,125
get command collaborator,4
get property non-void-command collaborator,15
factory controller stateless,268
predicate non-void-command,550
property factory,4
controller stateless,2831
non-void-command factory collaborator,335
predicate controller,122
factory collaborator stateless,119
property factory controller,27
get set factory collaborator,5
property set,9
factory collaborator incidental,11
get property factory controller,2
get set collaborator,25
get predicate controller,6
predicate wrapper,60
get non-void-command,52
non-void-command collaborator,18
property collaborator,2
stateless,27
get property factory collaborator,4
predicate,68
collaborator stateless,92
property non-void-command factory,3
factory stateless,1
get property set collaborator,1
get non-void-command factory collaborator,7
Total,27269
