Unique Method Stereotype,Method Count
get property wrapper,2
get wrapper,10
property factory controller,1
get non-void-command collaborator,2
property wrapper,60
wrapper stateless,44
controller stateless,259
void-accessor command collaborator,8
command collaborator,29
non-void-command factory collaborator,34
factory collaborator stateless,22
non-void-command collaborator,210
property set,1
factory collaborator incidental,12
predicate non-void-command collaborator,2
copy-constructor,37
controller,14
command,6
collaborator stateless,1
set factory collaborator,2
constructor,313
factory controller stateless,3
get set collaborator,10
collaborator incidental,21
property non-void-command,3
property collaborator,2
property non-void-command factory collaborator,8
factory wrapper stateless,58
property controller,2
property non-void-command collaborator,584
set collaborator,10
get collaborator,9
void-accessor controller,10
factory controller,1
Total,1790
