Unique Class Stereotype,Class Count
entity minimal-entity data-provider boundary,1
entity boundary data-class,2
data-provider boundary lazy-class,1
entity boundary data-class small-class,1
commander data-class,2
entity commander boundary,11
data-provider data-class,13
commander data-class small-class,17
boundary small-class,53
entity small-class,2
factory small-class,1
data-provider lazy-class,3
pure-controller small-class,10
boundary,136
data-provider,67
entity boundary degenerate,6
degenerate small-class,82
boundary lazy-class,5
data-provider small-class,25
controller lazy-class,1
entity boundary lazy-class,1
boundary degenerate small-class,204
data-provider boundary lazy-class small-class,5
unclassified,168
controller small-class,14
boundary data-class small-class,17
data-provider lazy-class degenerate,11
small-class,73
commander boundary,30
boundary degenerate,68
entity data-provider boundary,34
pure-controller degenerate,10
lazy-class degenerate,6
commander boundary small-class,28
commander boundary data-class,4
lazy-class,3
data-provider data-class small-class,22
data-provider boundary data-class small-class,31
factory degenerate small-class,2
boundary lazy-class degenerate,52
controller degenerate,10
data-provider degenerate,2
data-provider boundary data-class,14
pure-controller degenerate small-class,82
entity boundary small-class,70
minimal-entity commander boundary,1
data-provider boundary lazy-class degenerate,5
data-provider boundary small-class,157
controller,7
commander,34
entity boundary,132
commander boundary data-class small-class,5
data-class,9
empty,9355
data-provider lazy-class small-class,2
commander lazy-class small-class,1
data-provider boundary degenerate,5
commander lazy-class,1
commander small-class,59
boundary data-class,10
data-class small-class,8
factory controller small-class,3
minimal-entity boundary,1
degenerate,68
controller lazy-class degenerate,10
data-provider boundary,127
entity minimal-entity boundary,5
Total,11405
