Class Stereotype,Stereotype Count
entity,265
minimal-entity,8
data-provider,525
commander,193
boundary,1222
factory,6
controller,45
pure-controller,102
large-class,0
lazy-class,107
degenerate,623
data-class,155
small-class,974
empty,9355
unclassified,168
Total,13748
