Unique Class Stereotype,Class Count
data-class,1
data-provider boundary data-class,1
factory degenerate small-class,2
minimal-entity boundary,1
commander boundary lazy-class small-class,1
boundary data-class small-class,2
lazy-class degenerate,1
entity data-provider boundary,4
entity factory controller degenerate,2
entity boundary small-class,2
data-provider boundary data-class small-class,3
data-provider,5
entity minimal-entity boundary,2
pure-controller,1
data-provider boundary,7
commander boundary lazy-class,1
lazy-class small-class,1
boundary lazy-class,2
degenerate small-class,39
commander boundary degenerate,5
commander degenerate,3
lazy-class,1
pure-controller degenerate,10
commander boundary small-class,17
data-provider boundary small-class,2
small-class,29
entity lazy-class,1
data-provider data-class small-class,7
commander,110
empty,160
controller small-class,5
unclassified,103
entity boundary degenerate,1
commander small-class,22
commander boundary,69
factory controller degenerate,1
commander lazy-class small-class,1
boundary degenerate,11
controller degenerate,3
boundary degenerate small-class,6
entity factory controller small-class,2
controller,4
factory pure-controller degenerate small-class,1
boundary,60
pure-controller small-class,7
degenerate,50
data-class small-class,2
entity boundary,28
boundary small-class,5
data-provider data-class,9
factory degenerate,1
factory pure-controller small-class,1
entity commander boundary,9
pure-controller degenerate small-class,23
Total,847
