Unique Method Stereotype,Method Count
unclassified,1
get property set factory collaborator,1
get property set collaborator,1
get wrapper,2
get property non-void-command factory collaborator,2
get predicate collaborator,5
predicate collaborator,5
collaborator incidental,49
get,508
get property non-void-command collaborator,6
property non-void-command,346
property non-void-command factory collaborator,39
predicate set,9
controller,181
incidental,327
property wrapper,48
get non-void-command collaborator,37
get collaborator,262
predicate controller,11
wrapper stateless,234
property,103
command collaborator,1857
factory collaborator stateless,71
predicate non-void-command collaborator,141
wrapper,139
get set,38
set,445
constructor,576
empty,89
get property controller,5
factory controller,21
property controller,53
set collaborator,306
property non-void-command collaborator,441
non-void-command factory collaborator,44
controller stateless,286
predicate wrapper,15
predicate non-void-command,209
factory wrapper stateless,24
command,1670
property factory wrapper,5
predicate set collaborator,2
predicate,53
factory controller stateless,38
void-accessor command,6
copy-constructor,6
void-accessor collaborator,3
void-accessor command collaborator,7
get property,2
get non-void-command factory collaborator,5
get property collaborator,1
get property non-void-command,8
non-void-command collaborator,1
get non-void-command,13
get property wrapper,4
get property set,3
property set,2
property set collaborator,17
property collaborator,21
stateless,4
get set collaborator,16
property factory collaborator,12
get set factory collaborator,8
property factory controller,11
collaborator stateless,2
set factory collaborator,1
property set factory collaborator,3
Total,8861
