Unique Method Stereotype,Method Count
predicate non-void-command,1
get set collaborator,1
property command collaborator,1
command collaborator,4
void-accessor wrapper,1
wrapper stateless,15
void-accessor set collaborator,1
set,11
constructor,17
destructor,14
get set,2
property set collaborator,3
predicate collaborator,7
void-accessor command,27
predicate set collaborator,1
property,31
property non-void-command,24
property collaborator,44
copy-constructor,2
predicate non-void-command collaborator,12
incidental,11
get collaborator,7
controller stateless,10
command,36
unclassified,4
property controller,5
property non-void-command collaborator,13
predicate controller,4
non-void-command factory collaborator,2
get wrapper,11
predicate,7
void-accessor controller,2
get,30
collaborator incidental,13
property wrapper,1
get non-void-command collaborator,6
void-accessor command collaborator,14
void-accessor collaborator,1
Total,396
