Class Name,Class Stereotype,Method Name,Method Stereotype
"IkAnalyzerProvider","data-provider boundary data-class small-class","IkAnalyzerProvider","constructor",
"IkAnalyzerProvider","data-provider boundary data-class small-class","get","get collaborator",
"IKTokenizer","commander","IKTokenizer","constructor",
"IKTokenizer","commander","incrementToken","predicate non-void-command collaborator",
"IKTokenizer","commander","reset","command",
"IKTokenizer","commander","end","command",
"PrefixPluginLogger","small-class","prefix","property non-void-command",
"PrefixPluginLogger","small-class","PrefixPluginLogger","constructor",
"PrefixPluginLogger","small-class","logMessage","command collaborator",
"ESPluginLoggerFactory","empty","ESPluginLoggerFactory","constructor",
"Monitor","commander small-class","Monitor","constructor",
"Monitor","commander small-class","run","command",
"Monitor","commander small-class","runUnprivileged","command collaborator",
"Hit","unclassified","isMatch","predicate",
"Hit","unclassified","setMatch","set",
"Hit","unclassified","isPrefix","predicate",
"Hit","unclassified","setPrefix","set",
"Hit","unclassified","isUnmatch","predicate",
"Hit","unclassified","setUnmatch","set",
"Hit","unclassified","getMatchedDictSegment","get collaborator",
"Hit","unclassified","setMatchedDictSegment","set collaborator",
"Hit","unclassified","getBegin","get",
"Hit","unclassified","setBegin","set",
"Hit","unclassified","getEnd","get",
"Hit","unclassified","setEnd","set",
"AnalysisIkPlugin","factory pure-controller degenerate small-class","getTokenizers","factory controller stateless",
"AnalysisIkPlugin","factory pure-controller degenerate small-class","getAnalyzers","factory controller stateless",
"Configuration","data-provider","Configuration","constructor",
"Configuration","data-provider","isUseSmart","get",
"Configuration","data-provider","setUseSmart","property set",
"Configuration","data-provider","isEnableRemoteDict","get",
"Configuration","data-provider","isEnableLowercase","get",
"Configuration","data-provider","check","empty",
"QuickSortSet","entity data-provider boundary","QuickSortSet","constructor",
"QuickSortSet","entity data-provider boundary","addLexeme","predicate non-void-command collaborator",
"QuickSortSet","entity data-provider boundary","peekFirst","property collaborator",
"QuickSortSet","entity data-provider boundary","pollFirst","property non-void-command collaborator",
"QuickSortSet","entity data-provider boundary","peekLast","property collaborator",
"QuickSortSet","entity data-provider boundary","pollLast","property non-void-command collaborator",
"QuickSortSet","entity data-provider boundary","size","get",
"QuickSortSet","entity data-provider boundary","isEmpty","predicate",
"QuickSortSet","entity data-provider boundary","getHead","get collaborator",
"AnalyzeContext","unclassified","AnalyzeContext","constructor",
"AnalyzeContext","unclassified","getCursor","get",
"AnalyzeContext","unclassified","getSegmentBuff","get",
"AnalyzeContext","unclassified","getCurrentChar","get",
"AnalyzeContext","unclassified","getCurrentCharType","get",
"AnalyzeContext","unclassified","getBufferOffset","get",
"AnalyzeContext","unclassified","fillBuffer","property non-void-command collaborator",
"AnalyzeContext","unclassified","initCursor","command",
"AnalyzeContext","unclassified","moveCursor","predicate non-void-command",
"AnalyzeContext","unclassified","lockBuffer","command",
"AnalyzeContext","unclassified","unlockBuffer","command",
"AnalyzeContext","unclassified","isBufferLocked","predicate non-void-command",
"AnalyzeContext","unclassified","isBufferConsumed","predicate",
"AnalyzeContext","unclassified","needRefillBuffer","predicate non-void-command",
"AnalyzeContext","unclassified","markBufferOffset","set",
"AnalyzeContext","unclassified","addLexeme","command collaborator",
"AnalyzeContext","unclassified","addLexemePath","command collaborator",
"AnalyzeContext","unclassified","getOrgLexemes","get collaborator",
"AnalyzeContext","unclassified","outputToResult","command collaborator",
"AnalyzeContext","unclassified","outputSingleCJK","command collaborator",
"AnalyzeContext","unclassified","getNextLexeme","property non-void-command collaborator",
"AnalyzeContext","unclassified","getLastUselessCharNum","get",
"AnalyzeContext","unclassified","reset","command",
"AnalyzeContext","unclassified","compound","command collaborator",
"IKAnalyzer","factory controller small-class","IKAnalyzer","constructor",
"IKAnalyzer","factory controller small-class","IKAnalyzer","constructor",
"IKAnalyzer","factory controller small-class","createComponents","property factory wrapper",
"CN_QuantifierSegmenter","commander boundary","CN_QuantifierSegmenter","constructor",
"CN_QuantifierSegmenter","commander boundary","analyze","command collaborator",
"CN_QuantifierSegmenter","commander boundary","reset","command",
"CN_QuantifierSegmenter","commander boundary","processCNumber","command collaborator",
"CN_QuantifierSegmenter","commander boundary","processCount","command collaborator",
"CN_QuantifierSegmenter","commander boundary","needCountScan","predicate non-void-command collaborator",
"CN_QuantifierSegmenter","commander boundary","outputNumLexeme","controller",
"IKArbitrator","controller","IKArbitrator","constructor",
"IKArbitrator","controller","process","command collaborator",
"IKArbitrator","controller","judge","property non-void-command collaborator",
"IKArbitrator","controller","forwardPath","factory controller stateless",
"IKArbitrator","controller","backPath","controller stateless",
"IKSegmenter","boundary","IKSegmenter","constructor",
"IKSegmenter","boundary","init","command",
"IKSegmenter","boundary","loadSegmenters","factory controller stateless",
"IKSegmenter","boundary","next","property non-void-command collaborator",
"IKSegmenter","boundary","reset","set collaborator",
"IKSegmenter","boundary","getLastUselessCharNum","property non-void-command",
"ConfigurationSub","data-provider boundary lazy-class","ConfigurationSub","constructor",
"ConfigurationSub","data-provider boundary lazy-class","getConfDir","property non-void-command collaborator",
"ConfigurationSub","data-provider boundary lazy-class","getConfigInPluginDir","wrapper stateless",
"ConfigurationSub","data-provider boundary lazy-class","isUseSmart","get",
"ConfigurationSub","data-provider boundary lazy-class","setUseSmart","property set collaborator",
"ConfigurationSub","data-provider boundary lazy-class","isEnableRemoteDict","get",
"ConfigurationSub","data-provider boundary lazy-class","isEnableLowercase","get",
"ConfigurationSub","data-provider boundary lazy-class","getPath","wrapper stateless",
"ConfigurationSub","data-provider boundary lazy-class","check","wrapper stateless",
"Lexeme","unclassified","Lexeme","constructor",
