Unique Class Stereotype,Class Count
boundary lazy-class degenerate,1
boundary data-class,1
data-provider boundary,2
entity boundary small-class,8
small-class,8
data-provider boundary small-class,2
commander boundary small-class,17
commander degenerate,2
entity boundary,7
commander small-class,6
boundary,13
pure-controller small-class,3
commander boundary,17
boundary degenerate,1
data-class,1
data-provider data-class small-class,5
data-provider,4
commander,16
empty,59
entity small-class,7
entity,2
controller,3
factory pure-controller degenerate small-class,1
boundary degenerate small-class,2
pure-controller degenerate small-class,14
entity commander boundary,10
data-provider data-class,2
data-provider boundary data-class small-class,2
unclassified,20
controller small-class,3
boundary lazy-class,1
degenerate small-class,6
data-provider small-class,1
Total,247
