Unique Method Stereotype,Method Count
predicate wrapper,1
get non-void-command,2
wrapper stateless,12
command collaborator,22
set,17
constructor,55
predicate non-void-command,50
non-void-command factory collaborator,1
collaborator stateless,3
get property set factory collaborator,1
get set collaborator,57
get collaborator,45
wrapper,1
get set,47
stateless,1
property set collaborator,2
command,15
empty,2
property set factory collaborator,1
property non-void-command collaborator,73
set collaborator,9
get non-void-command collaborator,15
property wrapper,12
controller,1
copy-constructor,1
incidental,8
predicate non-void-command collaborator,2
property non-void-command factory,1
predicate,1
controller stateless,12
property non-void-command,92
property non-void-command factory collaborator,6
predicate set,1
collaborator incidental,6
get,103
get property non-void-command collaborator,1
get property non-void-command,3
Total,682
