Unique Class Stereotype,Class Count
degenerate,1
commander small-class,1
data-provider small-class,2
commander data-class small-class,2
pure-controller small-class,2
commander,1
data-provider,2
entity boundary degenerate,1
commander boundary small-class,6
controller small-class,1
boundary degenerate small-class,6
entity commander boundary,2
degenerate small-class,1
entity data-provider boundary,1
small-class,3
empty,42
unclassified,4
pure-controller degenerate small-class,8
factory controller small-class,7
factory degenerate small-class,2
commander lazy-class small-class,1
commander boundary,2
boundary degenerate,1
boundary,1
Total,100
