Unique Method Stereotype,Method Count
predicate,1
get set collaborator,1
property,9
factory controller stateless,3
factory collaborator stateless,7
void-accessor command collaborator,23
property wrapper,158
predicate wrapper,2
non-void-command collaborator,15
controller stateless,152
factory wrapper stateless,7
predicate controller,1
non-void-command factory collaborator,7
predicate non-void-command,3
property controller,10
property non-void-command collaborator,96
set collaborator,80
command collaborator,495
property collaborator,6
property non-void-command,16
property non-void-command factory collaborator,21
property factory controller,7
property factory wrapper,16
constructor,388
set,41
wrapper,175
collaborator stateless,7
command,98
factory controller,2
empty,35
factory collaborator,1
unclassified,5
property factory collaborator,30
property set collaborator,3
stateless,1
wrapper stateless,364
void-accessor wrapper,2
predicate non-void-command collaborator,26
incidental,5
controller,42
copy-constructor,18
get collaborator,29
collaborator incidental,12
get,19
get property factory collaborator,1
Total,2440
