Unique Method Stereotype,Method Count
factory wrapper,1
get property factory collaborator,1
get predicate non-void-command collaborator,1
collaborator,1
property factory,7
property set factory collaborator,1
get wrapper,6
get property non-void-command factory collaborator,3
factory,2
get property set,4
get property factory wrapper,1
predicate,42
predicate set collaborator,5
get,1061
get command collaborator,7
collaborator incidental,399
get property non-void-command collaborator,29
property non-void-command,1059
property non-void-command factory collaborator,194
predicate set,2
controller,228
incidental,557
copy-constructor,16
non-void-command,1
set collaborator,578
property controller,87
property non-void-command collaborator,1378
factory collaborator stateless,142
get controller,9
get collaborator,895
void-accessor command,1
factory controller stateless,129
empty,421
get property controller,2
factory controller,12
set,903
constructor,1486
get command,3
wrapper stateless,801
property wrapper,141
get non-void-command collaborator,110
controller stateless,2199
non-void-command factory collaborator,158
property factory collaborator,50
predicate wrapper,19
predicate non-void-command,340
predicate non-void-command collaborator,212
wrapper,58
non-void-command factory,1
get set,57
unclassified,5
get set collaborator,41
command collaborator,2542
property,94
factory wrapper stateless,38
command,1761
property factory wrapper,2
property non-void-command factory,21
collaborator stateless,39
void-accessor command collaborator,4
property collaborator,14
stateless,25
property set collaborator,151
property factory controller,11
get set factory collaborator,15
non-void-command collaborator,1
get non-void-command,76
get property wrapper,2
predicate controller,57
get property non-void-command factory,2
get property set collaborator,1
get non-void-command factory collaborator,3
get property factory,1
get property collaborator,1
get property non-void-command,19
factory collaborator incidental,14
property set,169
get property,1
Total,18930
