Unique Method Stereotype,Method Count
predicate wrapper,2
non-void-command collaborator,14
command,36
empty,6
constructor,65
set,12
command collaborator,16
get collaborator,2
controller stateless,87
set collaborator,3
property non-void-command collaborator,112
property controller,4
wrapper stateless,238
non-void-command factory collaborator,4
predicate controller,1
property factory collaborator,1
property non-void-command factory collaborator,1
factory controller stateless,1
get set collaborator,1
void-accessor command collaborator,2
collaborator stateless,5
get set,1
wrapper,4
get non-void-command,3
predicate non-void-command collaborator,2
controller,6
incidental,9
copy-constructor,1
get non-void-command collaborator,1
property wrapper,2
collaborator incidental,12
get,3
non-void-command,2
Total,659
